Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS+SRI , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1114.88 , 866.14 , 22.3109 , 60.288 , 1000.16 , 8 , 792 , 322.88 , 298.92 , 322.88 , 1114.88 , 897.933 , 19.4593 , 33975 , 1393 , 9.73264 , 1654 , 19.2945 , 0 , 0 , 0 , 2079 , 0.2793 , 5810 , 22.6548 , 0
ILS , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 1055.72 , 635.178 , 39.8346 , 0.015 , 1000.09 , 7 , 698 , 357.72 , 336.76 , 357.72 , 1055.72 , 674.955 , 36.0668 , 19751 , 1430 , 5.75154 , 7248 , 2.07992 , 0 , 8134 , 1.74573 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 1093.55 , 877.001 , 19.8023 , 60.416 , 1000.17 , 7 , 863 , 230.55 , 227.04 , 230.55 , 1093.55 , 900.476 , 17.6557 , 34315 , 1814 , 12.824 , 2984 , 0.989394 , 0 , 0 , 0 , 2108 , 0.313652 , 4034 , 4.23885 , 0
SRI2 , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 1087.51 , 876.995 , 19.3575 , 60.055 , 1000.17 , 7 , 842 , 245.51 , 228.73 , 245.51 , 1087.51 , 907.037 , 16.5951 , 51654 , 2337 , 14.7074 , 2737 , 33.579 , 0 , 0 , 0 , 2063 , 0.311698 , 4253 , 6.29448 , 0
ILS+SRI , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 1038.96 , 877.4 , 15.5502 , 60.18 , 1000.12 , 7 , 776 , 262.96 , 244.2 , 262.96 , 1038.96 , 909.805 , 12.4312 , 31487 , 1536 , 11.1488 , 1017 , 13.5526 , 0 , 0 , 0 , 2090 , 0.31248 , 5004 , 20.8412 , 0
ILS , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1128.54 , 618 , 45.239 , 0.014 , 1000.08 , 8 , 848 , 280.54 , 262.32 , 280.54 , 1128.54 , 700.362 , 37.9409 , 13313 , 1261 , 3.7929 , 4872 , 1.58971 , 0 , 5569 , 1.25684 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1058.31 , 849.59 , 19.722 , 60.638 , 1000.15 , 8 , 758 , 300.31 , 286.38 , 300.31 , 1058.31 , 920.235 , 13.0468 , 58382 , 1743 , 11.7803 , 3697 , 1.41739 , 0 , 0 , 0 , 1583 , 0.246897 , 3440 , 7.62395 , 0
SRI2 , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1095.21 , 849.621 , 22.4239 , 60.563 , 1000.14 , 8 , 804 , 291.21 , 260.65 , 291.21 , 1095.21 , 911.159 , 16.8051 , 43738 , 1775 , 9.49991 , 4265 , 81.9812 , 0 , 0 , 0 , 1653 , 0.245794 , 3244 , 5.65613 , 0
ILS+SRI , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1074.43 , 861.445 , 19.8231 , 60.267 , 1000.13 , 8 , 681 , 393.43 , 367.77 , 393.43 , 1074.43 , 918.953 , 14.4706 , 38347 , 1318 , 8.24153 , 2237 , 37.374 , 0 , 0 , 0 , 1563 , 0.24513 , 4248 , 27.3398 , 0
ILS , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 1068.07 , 618 , 42.1386 , 0.014 , 1000.08 , 7 , 663 , 405.07 , 393.98 , 405.07 , 1068.07 , 697.348 , 34.7095 , 13133 , 972 , 3.42134 , 5287 , 1.59535 , 0 , 5775 , 1.20413 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 992.38 , 843.872 , 14.9648 , 60.038 , 1000.12 , 7 , 862 , 130.38 , 129.8 , 130.38 , 992.38 , 922.485 , 7.0432 , 60040 , 1632 , 14.4284 , 2324 , 0.829464 , 0 , 0 , 0 , 2578 , 0.356537 , 2977 , 7.63597 , 0
SRI2 , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 1044.91 , 843.872 , 19.2397 , 60.057 , 1000.14 , 7 , 878 , 166.91 , 161.64 , 166.91 , 1044.91 , 915.199 , 12.4136 , 53351 , 1789 , 12.4763 , 2842 , 39.2548 , 0 , 0 , 0 , 2578 , 0.356886 , 3593 , 6.83719 , 0
ILS+SRI , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 1016.4 , 864.86 , 14.9095 , 60.263 , 1000.15 , 7 , 770 , 246.4 , 245.3 , 246.4 , 1016.4 , 933.712 , 8.13538 , 48913 , 1405 , 12.2321 , 1236 , 20.8565 , 0 , 0 , 0 , 2578 , 0.351671 , 3566 , 34.1293 , 0
ILS , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1261.35 , 624 , 50.5292 , 0.02 , 1000.17 , 11 , 619 , 642.35 , 591.93 , 642.35 , 1261.35 , 694.058 , 44.975 , 12493 , 1420 , 5.13826 , 4418 , 2.59588 , 0 , 4086 , 1.77851 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1233.08 , 858.639 , 30.3663 , 60.065 , 1000.16 , 11 , 772 , 461.08 , 444.14 , 461.08 , 1233.08 , 1033.12 , 16.216 , 47241 , 1922 , 16.201 , 3303 , 1.94584 , 0 , 0 , 0 , 4187 , 1.96774 , 4175 , 10.2024 , 0
SRI2 , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1251.21 , 858.639 , 31.3753 , 60.071 , 1000.19 , 11 , 694 , 557.21 , 525.55 , 557.21 , 1251.21 , 1030.59 , 17.6326 , 36832 , 1640 , 13.1865 , 3031 , 52.8424 , 0 , 0 , 0 , 4128 , 1.94673 , 3777 , 8.09635 , 0
ILS+SRI , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1226.7 , 984.414 , 19.751 , 60.378 , 1000.19 , 11 , 770 , 456.7 , 431.8 , 456.7 , 1226.7 , 1029.24 , 16.0967 , 39806 , 1323 , 15.3909 , 1453 , 24.5401 , 0 , 0 , 0 , 4168 , 1.94769 , 5125 , 46.6794 , 0
ILS , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1271.97 , 624 , 50.9422 , 0.015 , 1000.18 , 11 , 706 , 565.97 , 525.66 , 565.97 , 1271.97 , 689.903 , 45.7611 , 10923 , 1265 , 3.91786 , 4478 , 2.09052 , 0 , 5161 , 1.59059 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1195.09 , 960.186 , 19.6558 , 60.238 , 1000.16 , 11 , 963 , 232.09 , 228.51 , 232.09 , 1195.09 , 1040.1 , 12.969 , 40840 , 1903 , 14.3533 , 1932 , 1.22715 , 0 , 0 , 0 , 1711 , 1.81004 , 3773 , 9.06924 , 0
SRI2 , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1198.45 , 960.168 , 19.8826 , 60.402 , 1000.17 , 11 , 844 , 354.45 , 337.84 , 354.45 , 1198.45 , 1038.86 , 13.3163 , 40452 , 1762 , 13.9598 , 2289 , 42.8965 , 0 , 0 , 0 , 1861 , 1.8074 , 3328 , 8.84055 , 0
ILS+SRI , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1198.23 , 1001.42 , 16.4249 , 60.555 , 1000.18 , 11 , 988 , 210.23 , 209.22 , 210.23 , 1198.23 , 1041.58 , 13.0733 , 33672 , 1355 , 13.277 , 1351 , 23.5915 , 0 , 0 , 0 , 1851 , 1.70665 , 5322 , 39.3656 , 0
ILS , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 588.52 , 428.85 , 27.1307 , 0.015 , 1000.16 , 6 , 317 , 271.52 , 270.07 , 271.52 , 588.52 , 476.339 , 19.0616 , 23963 , 838 , 2.31409 , 13081 , 4.07428 , 0 , 2110 , 1.43916 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 579.77 , 512.276 , 11.6415 , 60.264 , 1000.18 , 6 , 447 , 132.77 , 132.75 , 132.77 , 579.77 , 567.182 , 2.1712 , 204626 , 1424 , 28.4246 , 4932 , 1.61866 , 0 , 0 , 0 , 2147 , 0.381858 , 1698 , 16.2281 , 0
SRI2 , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 579.77 , 512.276 , 11.6415 , 60.259 , 1000.17 , 6 , 447 , 132.77 , 132.75 , 132.77 , 579.77 , 563.054 , 2.88314 , 114897 , 1713 , 16.6199 , 6567 , 84.4914 , 0 , 0 , 0 , 2147 , 0.359911 , 1788 , 8.51481 , 0
ILS+SRI , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 578.95 , 532.118 , 8.08904 , 60.357 , 1000.14 , 6 , 448 , 130.95 , 130.95 , 130.95 , 578.95 , 565.706 , 2.28752 , 110144 , 1358 , 16.463 , 4767 , 51.7778 , 0 , 0 , 0 , 2157 , 0.360632 , 1629 , 44.3349 , 0
ILS , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 581.37 , 439.196 , 24.455 , 0.02 , 1000.07 , 5 , 459 , 122.37 , 122.04 , 122.37 , 581.37 , 485.145 , 16.5515 , 26700 , 1494 , 4.00318 , 7655 , 1.77369 , 0 , 5441 , 1.65753 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 562.2 , 531.747 , 5.41668 , 60.03 , 182.697 , 5 , 537 , 25.2 , 24.9 , 25.2 , 562.2 , 562.2 , 0 , 39554 , 497 , 4.16629 , 1612 , 0.864332 , 0 , 0 , 0 , 923 , 1.09279 , 714 , 1.95624 , 1
SRI2 , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 562.2 , 531.745 , 5.41704 , 60.122 , 261.155 , 5 , 537 , 25.2 , 24.9 , 25.2 , 562.2 , 562.2 , 0 , 49328 , 592 , 5.00899 , 1617 , 25.9117 , 0 , 0 , 0 , 916 , 1.06663 , 648 , 2.21866 , 1
ILS+SRI , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 562.2 , 531.713 , 5.42283 , 60.169 , 136.446 , 5 , 537 , 25.2 , 24.9 , 25.2 , 562.2 , 562.2 , 0 , 28447 , 365 , 2.54294 , 903 , 11.4671 , 0 , 0 , 0 , 915 , 1.0046 , 560 , 8.56344 , 1
ILS , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 795.83 , 398 , 49.9893 , 0.015 , 1000.09 , 13 , 457 , 338.83 , 329.55 , 338.83 , 795.83 , 454.555 , 42.8829 , 13781 , 1868 , 6.86226 , 2813 , 1.3648 , 0 , 4044 , 1.49394 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 798.96 , 612.941 , 23.2827 , 60.311 , 1000.11 , 13 , 548 , 250.96 , 233.04 , 250.96 , 798.96 , 640.467 , 19.8375 , 39634 , 1358 , 11.2489 , 2884 , 1.53321 , 0 , 0 , 0 , 2294 , 0.458424 , 4701 , 6.77567 , 0
SRI2 , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 798.15 , 612.941 , 23.2048 , 60.237 , 1000.18 , 13 , 528 , 270.15 , 259.22 , 270.15 , 798.15 , 642.186 , 19.5407 , 39259 , 1624 , 11.705 , 3065 , 32.8804 , 0 , 0 , 0 , 2354 , 0.466335 , 4750 , 6.6496 , 0
ILS+SRI , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 835.53 , 619.885 , 25.8094 , 60.536 , 1000.21 , 13 , 514 , 321.53 , 296.56 , 321.53 , 835.53 , 641.331 , 23.2427 , 22256 , 932 , 6.79108 , 1982 , 19.9506 , 0 , 0 , 0 , 2374 , 0.471721 , 6773 , 20.227 , 0
ILS , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 818.35 , 397 , 51.4877 , 0.014 , 1000.14 , 12 , 463 , 355.35 , 341.21 , 355.35 , 818.35 , 449.154 , 45.1147 , 14301 , 1906 , 5.12993 , 5229 , 2.32593 , 0 , 6833 , 1.68203 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 780.05 , 602.172 , 22.8035 , 60.102 , 1000.24 , 12 , 505 , 275.05 , 228.11 , 275.05 , 780.05 , 642.034 , 17.6932 , 47138 , 1540 , 13.9505 , 3057 , 1.60383 , 0 , 0 , 0 , 381 , 0.167071 , 5025 , 8.01905 , 0
SRI2 , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 803.68 , 602.172 , 25.0732 , 60.544 , 1000.12 , 12 , 581 , 222.68 , 209.35 , 222.68 , 803.68 , 638.955 , 20.4964 , 39617 , 1531 , 11.7922 , 3302 , 42.2379 , 0 , 0 , 0 , 382 , 0.168522 , 4961 , 6.64819 , 0
ILS+SRI , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 785.02 , 621.987 , 20.768 , 60.365 , 1000.15 , 12 , 547 , 238.02 , 222.91 , 238.02 , 785.02 , 644.055 , 17.9569 , 21620 , 1031 , 7.85514 , 1305 , 14.5039 , 0 , 0 , 0 , 370 , 0.164337 , 6089 , 20.2001 , 0
ILS , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 876.82 , 447.5 , 48.9633 , 0.013 , 1000.12 , 13 , 510 , 366.82 , 329.27 , 366.82 , 876.82 , 502.795 , 42.6569 , 18435 , 2574 , 9.00089 , 3563 , 1.66272 , 0 , 5600 , 2.09914 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 878.14 , 650.268 , 25.9494 , 60.188 , 1000.18 , 13 , 663 , 215.14 , 201.39 , 215.14 , 878.14 , 696.646 , 20.668 , 43073 , 2020 , 13.9068 , 2730 , 1.70925 , 0 , 0 , 0 , 2298 , 0.434369 , 4725 , 7.6234 , 0
SRI2 , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 882.3 , 650.266 , 26.2987 , 60.166 , 1000.18 , 13 , 579 , 303.3 , 276.37 , 303.3 , 882.3 , 692.095 , 21.5579 , 39588 , 1874 , 12.9425 , 3157 , 40.7396 , 0 , 0 , 0 , 2241 , 0.424738 , 4471 , 7.08526 , 0
ILS+SRI , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 901.54 , 668.122 , 25.891 , 60.537 , 1000.29 , 13 , 684 , 217.54 , 202.17 , 217.54 , 901.54 , 693.125 , 23.1176 , 19405 , 1035 , 7.07369 , 2061 , 21.4045 , 0 , 0 , 0 , 2250 , 0.426433 , 6680 , 18.7844 , 0
ILS , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 857.13 , 434.803 , 49.2723 , 0.011 , 1000.15 , 12 , 450 , 407.13 , 381.04 , 407.13 , 857.13 , 493.079 , 42.4733 , 10578 , 1413 , 4.11522 , 3890 , 1.7867 , 0 , 5001 , 1.26571 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 866.52 , 659.086 , 23.9387 , 60.157 , 1000.18 , 12 , 556 , 310.52 , 282.07 , 310.52 , 866.52 , 692.483 , 20.0846 , 37984 , 1891 , 12.296 , 2823 , 1.52266 , 0 , 0 , 0 , 1845 , 0.395862 , 4539 , 6.81926 , 0
SRI2 , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 868.12 , 659.086 , 24.0789 , 60.177 , 1000.16 , 12 , 624 , 244.12 , 234.71 , 244.12 , 868.12 , 689.654 , 20.5578 , 39006 , 1864 , 13.3893 , 2971 , 35.0761 , 0 , 0 , 0 , 1835 , 0.39394 , 4657 , 6.92658 , 0
ILS+SRI , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 856.91 , 667.301 , 22.1271 , 60.411 , 1000.28 , 12 , 654 , 202.91 , 161.31 , 202.91 , 856.91 , 693.189 , 19.106 , 23195 , 1305 , 8.96561 , 1571 , 19.2874 , 0 , 0 , 0 , 1835 , 0.395654 , 6149 , 22.589 , 0
SRI-V2 , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 881.32 , 724.341 , 17.8118 , 60.244 , 1000.14 , 6 , 549 , 332.32 , 308.71 , 332.32 , 881.32 , 727.178 , 17.4899 , 36734 , 1684 , 3.25941 , 12363 , 3.81552 , 0 , 0 , 0 , 1684 , 0.222893 , 286 , 1.61182 , 0
SRI-V2-FLOW , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 900.81 , 724.343 , 19.5898 , 60.45 , 1000.15 , 6 , 487 , 413.81 , 363.26 , 413.81 , 900.81 , 727.488 , 19.2407 , 34903 , 1406 , 3.2809 , 10064 , 3.28002 , 0 , 0 , 0 , 1699 , 0.225 , 445 , 11.113 , 0
SRI-V2 , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 822.92 , 743.05 , 9.70574 , 60.153 , 1000.12 , 5 , 596 , 226.92 , 217.21 , 226.92 , 822.92 , 743.522 , 9.64838 , 45237 , 1568 , 4.18477 , 12043 , 3.36472 , 0 , 0 , 0 , 1832 , 0.225481 , 183 , 0.384792 , 0
SRI-V2-FLOW , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 874.42 , 743.036 , 15.0253 , 60.151 , 1000.11 , 5 , 662 , 212.42 , 204.34 , 212.42 , 874.42 , 743.606 , 14.96 , 40088 , 1756 , 4.20921 , 11730 , 3.1007 , 0 , 0 , 0 , 1805 , 0.225881 , 352 , 11.0524 , 0
SRI-V2 , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 867.52 , 725.101 , 16.4168 , 60.41 , 1000.14 , 6 , 580 , 287.52 , 272.78 , 287.52 , 867.52 , 727.955 , 16.0878 , 38501 , 1947 , 3.95454 , 11191 , 3.43606 , 0 , 0 , 0 , 1672 , 0.114914 , 389 , 1.87478 , 0
